row,year,unc_status,transfer,comp_major,major,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,tech_best_interests,apps_accessible,identity_my_interaction,id_interact_with_me,interested_connections,social_issues,research_biases,researchers_unbiased,empirical_data,cs_objective,algorithms_objective,tech_impact,pre_lecture_videos,add_livestream,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
98,28,Junior,No,No,Neuroscience,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,7,7,1,7,5,7,7,7,5,5,4,7,5,5,5,5,0,4,4,7,7,7,7,6,4,6,7,5,7
99,26,Senior,No,No,Economics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 120",7-12 months,Yes,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,0 to 2 hours,4,4,4,4,5,5,6,3,2,4,5,4,3,5,4,3,1,6,5,5,5,5,,4,3,5,5,6,6
100,29,Freshman,No,No,Business,"MATH 129P, MATH 130, MATH 152, MATH 231, MATH 232, STOR 151, STOR 155",2-6 months,No,No,None,1 month or so,"Python, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,3 to 5 hours,4,7,5,6,3,7,6,2,2,6,5,4,7,6,2,3,1,6,5,5,4,6,5,4,5,5,4,4,7
101,28,Junior,No,No,Applied Sciences,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,3,6,4,4,4,5,5,6,4,4,5,6,5,2,4,2,0,4,5,6,6,,,4,4,4,5,5,5
102,28,Junior,No,No,Mathematics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",2-6 months,No,No,UNC,2-6 months,Python,3 to 5 hours,0 to 2 hours,3,5,2,4,7,7,7,3,5,4,5,7,2,5,6,7,0,3,2,7,5,,,4,3,6,7,7,7
103,28,Junior,No,No,Data Science,"STOR 151, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,6,3,3,5,7,2,6,6,5,5,6,4,4,6,2,0,5,6,5,7,,,5,4,3,4,4,6
104,28,Sophomore,No,No,Biology,MATH 130,None to less than one month!,,,,,,5 to 10 hours,10+ hours,5,6,4,5,1,5,5,4,4,4,4,4,5,6,6,5,2,5,5,3,5,4,4,6,5,5,3,3,3
105,28,Sophomore,No,No,Environmental Science/Studies,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,,,5,4,4,4,4,4
106,29,Freshman,No,Yes - Minor,Chemistry,"MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,6,6,2,2,7,5,6,4,4,5,6,7,6,7,3,6,1,7,6,7,7,,,3,3,6,5,7,6
107,29,Sophomore,No,No,Business,"MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,4,2,4,5,4,3,4,3,5,6,6,7,7,7,6,2,7,3,7,7,7,7,6,5,5,6,6,7
108,29,Sophomore,No,No,Mathematics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",7-12 months,Yes,No,None,1 month or so,"Python, Block Code",3 to 5 hours,3 to 5 hours,2,4,3,6,5,6,6,1,1,1,4,5,4,7,1,2,0,4,7,7,6,,,3,3,6,5,6,4
109,26,Senior,No,No,Neuroscience,"MATH 210, MATH 231, MATH 232, PSYC 210",2-6 months,No,No,None,None to less than one month!,Python,5 to 10 hours,0 to 2 hours,5,5,5,5,3,6,5,5,4,4,4,5,6,4,6,6,0,6,6,6,6,,,4,3,5,5,6,6
110,26,Senior,No,No,Neuroscience,"MATH 130, MATH 152, STOR 120",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,5,5,7,5,6,4,5,5,4,4,5,3,7,6,4,0,4,7,6,7,,,5,4,5,5,7,7
111,27,Junior,No,No,Exercise and Sports Science,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,4,6,5,5,5,3,7,6,5,6,6,5,5,5,5,5,1,4,5,5,3,,,5,4,5,3,5,5
112,29,Junior,No,No,Business,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,3,2,2,4,4,5,5,4,3,5,6,5,6,4,3,1,4,2,1,5,6,,6,4,4,4,5,5
113,28,Junior,No,No,Psychology,"MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,4,3,3,2,4,6,2,2,3,4,5,5,5,7,5,0,3,5,4,5,5,,5,4,5,4,5,6
114,28,Sophomore,No,No,Applied Sciences,"MATH 130, MATH 232, MATH 233",2-6 months,No,No,UNC,None to less than one month!,"Python, C / C++, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,5,4,4,4,3,3,2,5,6,5,3,4,2,4,2,2,0,2,2,3,4,5,3,5,4,3,2,5,3
115,28,Sophomore,No,No,Biology,"MATH 130, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,6,1,1,6,5,5,6,4,5,4,6,5,5,1,2,0,5,2,7,5,1,4,4,3,5,4,6,5
116,29,Sophomore,No,No,Data Science,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,6,3,2,5,6,7,4,2,4,5,6,6,4,7,6,2,6,6,6,4,6,6,6,6,3,7,6,6
117,28,Sophomore,No,No,HPM,"MATH 152, STOR 120, STOR 155",2-6 months,No,No,UNC,None to less than one month!,Python,10+ hours,5 to 10 hours,5,5,5,5,3,5,5,4,3,4,4,5,5,6,5,5,2,3,4,4,5,6,,5,5,2,4,5,4
118,27,Junior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233, PSYC 210",2-6 months,Yes,No,None,None to less than one month!,Python,0 to 2 hours,5 to 10 hours,4,6,3,3,4,6,6,3,3,5,6,5,5,5,5,5,1,3,6,6,6,,,4,3,5,5,3,5
119,29,Freshman,No,No,Statistics and Analytics,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,6,5,3,6,6,7,3,1,3,5,6,5,1,5,3,0,3,6,7,6,,,3,2,6,6,7,6
120,28,Junior,No,No,Statistics and Analytics,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 151, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,3,2,7,7,5,7,7,2,2,1,1,6,4,5,3,2,1,6,4,7,6,5,,2,3,5,6,7,7
121,28,Junior,No,No,Economics,"MATH 130, MATH 231",2-6 months,No,No,UNC,1 month or so,"Python, JavaScript / TypeScript, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,6,2,5,3,6,4,4,7,4,6,6,6,7,4,4,3,1,4,7,7,7,6,,3,2,6,7,7,7
122,29,Junior,No,No,Psychology,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4
123,29,Sophomore,No,No,Business,"MATH 129P, MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,6,5,5,5,7,6,3,2,2,4,4,5,7,6,2,0,5,5,5,7,4,4,5,4,3,5,5,5
124,26,Senior,Yes,No,Economics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 151, STOR 155",None to less than one month!,,,,,,10+ hours,5 to 10 hours,3,5,4,5,2,5,6,1,2,2,5,5,5,5,5,2,0,5,6,6,3,,,5,4,3,5,5,6
125,29,Junior,No,No,Business,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,7,2,2,5,6,5,4,1,2,3,5,6,7,6,2,1,5,5,5,6,6,6,4,4,3,5,3,4
126,29,Freshman,No,Yes - BA,Data Science,"MATH 130, MATH 231",2-6 months,No,No,None,2-6 months,"Python, Bash, SwiftUI, Swift",3 to 5 hours,10+ hours,3,5,5,7,7,6,5,3,4,3,4,6,5,3,6,6,2,5,6,7,4,,,5,4,4,6,7,4
127,27,Junior,Yes,Yes - Minor,Business,"MATH 210, STOR 120",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,6,5,5,5,5,5,5,5,5,5,5,7,7,7,4,3,7,7,5,6,6,5,5,5,5,4,5,5
128,28,Sophomore,No,No,Business,"MATH 231, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,7,5,5,5,5,6,4,3,6,3,5,6,7,6,7,1,7,6,6,7,,6,5,5,3,7,7,7
129,28,Senior,No,No,Applied Sciences,"MATH 231, MATH 232, MATH 233, MATH 347",7-12 months,Yes,No,High school course (IB or other),1 month or so,"Python, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,3,5,4,4,5,5,3,5,4,5,5,5,5,5,5,3,1,5,5,6,6,5,,5,4,5,4,5,5
130,28,Sophomore,No,No,Data Science,"MATH 231, MATH 232, MATH 233, MATH 347, STOR 120",2-6 months,No,No,UNC,1 month or so,"Python, SQL",0 to 2 hours,3 to 5 hours,2,7,2,7,7,7,7,1,3,1,5,5,5,7,5,4,0,7,7,5,5,5,,4,4,4,4,6,7
131,28,Sophomore,No,No,Psychology,"MATH 129P, MATH 152, PSYC 210, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,4,7,5,5,2,7,7,7,3,4,3,4,7,7,5,4,3,7,7,6,6,,7,6,6,4,2,2,4
132,28,Junior,No,No,Biology,"MATH 129P, MATH 231",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,3 to 5 hours,5,5,4,5,3,7,6,2,2,4,6,6,6,4,5,5,0,6,7,4,5,6,,4,5,3,4,5,5
133,27,Senior,No,No,Statistics and Analytics,"MATH 130, MATH 152, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",1-2 years,No,No,UNC,1-2 years,"Python, R / Matlab / SAS, SQL",10+ hours,5 to 10 hours,4,7,3,4,6,6,5,3,5,5,6,7,3,5,1,2,0,3,6,7,7,,,4,3,5,6,6,6
134,28,Junior,No,No,Information Science,MATH 130,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,5,1,6,4,7,7,6,1,2,5,7,7,7,6,2,2,6,4,7,2,6,7,6,6,3,3,6,4
135,28,Junior,No,No,Economics,"MATH 129P, MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,3,7,5,5,2,5,6,3,4,6,4,6,4,4,2,2,1,6,6,5,5,,,6,6,2,4,4,4
136,28,Junior,No,No,Biology,"MATH 129P, MATH 130, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,4,5,6,3,6,5,3,5,3,3,5,7,6,7,3,1,6,7,6,5,6,,4,5,3,4,5,4
137,29,Sophomore,No,No,Psychology,"MATH 231, MATH 232, STOR 151, STOR 155",2-6 months,No,No,High school course (IB or other),1 month or so,"Python, Java / C#",0 to 2 hours,3 to 5 hours,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,3,5,5,5,6,6,6,5,6,5,5,5,6
138,28,Junior,Yes,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 347, STOR 120, STOR 155",2-6 months,No,No,None,1 month or so,Python,3 to 5 hours,5 to 10 hours,4,6,2,2,5,7,7,6,5,7,6,5,5,4,6,2,0,6,6,7,7,,,4,3,5,6,7,7
139,28,Senior,No,No,Biology,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,4,4,4,4,4,4,5,4,4,4,4,4,3,3,6,5,0,3,5,7,5,,,4,3,5,5,5,6
140,29,Freshman,No,No,"Peace, War, and Defense","MATH 129P, STOR 151",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,7,2,3,5,7,6,5,3,6,5,6,6,7,5,4,0,6,4,6,5,,,5,6,5,5,7,6
141,27,Senior,No,No,Business,"STOR 120, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,6,4,6,5,5,4,5,5,5,5,5,6,5,6,5,4,5,5,5,6,6,6,4,4,6,5,5,4
142,28,Junior,No,No,Business,"MATH 152, PSYC 210, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,6,5,5,5,5,7,6,4,1,4,5,4,6,7,4,2,2,4,3,3,4,,5,6,5,3,3,4,3
143,29,Sophomore,No,No,Biology,MATH 232,2-6 months,No,No,Another college or community college,None to less than one month!,"Python, HTML / CSS",3 to 5 hours,5 to 10 hours,6,7,5,5,7,7,2,6,6,6,4,6,4,7,7,5,1,4,7,6,7,,,5,3,5,7,7,7
144,28,Junior,No,No,Economics,"MATH 231, MATH 232, MATH 233",1-2 years,No,No,None,2-6 months,"Python, Swift",5 to 10 hours,3 to 5 hours,2,6,5,6,5,7,7,3,1,4,6,7,1,7,2,5,0,3,6,6,6,,,6,4,6,6,6,7
145,26,Senior,No,No,Psychology,"MATH 130, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,7,7,1,4,6,3,4,3,3,4,5,5,6,4,1,6,6,6,5,4,,5,5,4,2,2,4
146,29,Sophomore,No,No,Exercise and Sports Science,STOR 155,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,5,3,3,6,5,5,5,2,4,3,5,2,5,6,3,0,5,5,7,7,,,4,4,4,6,5,6
147,28,Sophomore,No,No,Data Science,MATH 231,2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, Java / C#, C / C++, R / Matlab / SAS, SQL",3 to 5 hours,3 to 5 hours,4,4,7,7,4,4,4,4,4,4,4,4,7,7,7,6,4,3,3,4,6,6,4,5,6,5,6,3,4
148,29,Freshman,No,No,Business,"MATH 231, MATH 232, STOR 155",7-12 months,Yes,Yes,High school course (IB or other),None to less than one month!,"Python, Java / C#",5 to 10 hours,0 to 2 hours,3,6,5,4,6,3,5,4,4,5,3,3,6,7,3,3,0,2,5,6,7,1,1,4,3,5,5,4,6
149,26,Senior,No,No,Psychology,MATH 130,None to less than one month!,,,,,,5 to 10 hours,10+ hours,2,7,5,5,2,4,3,5,2,1,1,2,7,7,5,1,1,7,1,1,4,1,7,7,5,1,1,4,3
150,28,Junior,No,No,Earth Science,MATH 130,2-6 months,No,No,None,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,1,7,4,4,2,6,5,1,3,4,4,2,5,4,5,3,0,5,5,6,7,,,7,6,3,2,2,2
151,28,Sophomore,No,No,Applied Sciences,"MATH 231, MATH 232",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,3,4,4,3,5,4,4,4,4,4,4,5,5,7,1,1,6,1,3,4,,,4,4,3,2,2,4
152,29,Sophomore,No,No,Neuroscience,"MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,Other,2-6 months,"Python, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,10+ hours,4,5,4,4,6,7,7,3,3,4,5,5,4,4,2,2,0,6,5,7,6,,4,5,5,5,5,6,7
153,28,Sophomore,No,No,Data Science,"MATH 152, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,2,2,6,6,3,6,6,3,5,6,7,7,6,4,2,7,4,6,4,5,5,4,5,4,3,7,5
154,28,Junior,Yes,No,Economics,"MATH 130, MATH 152, STOR 120",2-6 months,Yes,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,6,6,2,4,5,7,4,5,4,3,4,7,5,7,7,3,0,5,6,6,6,5,4,3,4,6,5,6,7
155,28,Senior,No,No,Business,"MATH 152, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 120, STOR 155",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,Python,3 to 5 hours,0 to 2 hours,2,7,1,1,3,6,6,7,2,4,5,7,1,1,2,2,0,5,5,7,7,4,4,2,3,5,4,7,7
156,28,Sophomore,No,No,Economics,"MATH 130, MATH 152, STOR 120, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,7,5,1,7,7,7,1,1,7,1,7,1,7,7,7,0,7,1,7,7,,,7,7,1,1,1,1
157,28,Junior,No,No,Environmental Health Sciences,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,5,2,2,5,5,5,3,5,5,4,5,5,3,7,5,2,5,5,6,6,6,,4,4,5,5,5,5
158,26,Senior,No,No,Neuroscience,"MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,10+ hours,5,7,7,7,6,4,7,5,3,5,4,5,6,7,6,3,2,6,6,6,5,4,5,5,5,3,5,6,5
159,28,Junior,No,Yes - BS,Data Science,"MATH 129P, MATH 231, MATH 232, STOR 112, STOR 120",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript",5 to 10 hours,3 to 5 hours,4,6,5,5,7,7,7,6,3,4,6,6,1,7,3,1,0,3,6,5,6,,,7,7,1,5,4,3
160,27,Senior,No,No,Psychology,"MATH 130, MATH 152, MATH 210",1-2 years,Yes,No,High school course (IB or other),1 month or so,"Python, JavaScript / TypeScript",3 to 5 hours,0 to 2 hours,4,5,1,6,4,6,6,2,4,3,3,6,7,7,7,3,1,7,7,3,7,,,7,7,1,1,1,1
161,28,Junior,No,No,Media and Journalism,"MATH 233, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,3,6,2,2,5,5,5,2,2,4,4,5,7,7,7,4,1,7,7,3,6,4,6,6,5,3,5,5,5
162,28,Junior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,4,6,5,5,6,7,3,2,3,2,5,5,3,6,2,1,2,6,6,7,4,5,4,4,5,5,3,6
163,28,Junior,No,No,Psychology,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 381, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,5,6,5,2,7,7,2,2,5,6,6,6,2,7,5,0,5,7,7,7,,,4,2,6,6,6,7
164,29,Sophomore,No,No,Economics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,5,4,5,6,7,6,2,2,4,5,5,5,7,7,5,3,7,4,5,5,7,6,5,5,3,6,7,5
165,28,Junior,No,No,Political Science,"MATH 129P, MATH 130, MATH 231, STOR 120",2-6 months,No,No,UNC,None to less than one month!,Python,5 to 10 hours,3 to 5 hours,5,7,7,7,7,7,7,4,5,5,5,7,7,7,6,5,0,7,7,7,7,,,4,3,5,5,5,6
166,28,Sophomore,No,No,Advertising and PR,"MATH 231, MATH 232, MATH 381, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,6,5,5,4,6,6,2,3,4,5,6,6,7,5,5,1,6,6,6,5,,,5,4,3,4,5,5
167,27,Junior,Yes,No,Economics,"MATH 231, MATH 232, MATH 347",None to less than one month!,,,,,,10+ hours,5 to 10 hours,7,7,6,7,7,7,7,4,4,4,3,5,7,7,7,7,1,7,7,7,7,,7,5,5,5,7,7,7
168,28,Senior,No,No,Mathematics,"MATH 233, MATH 381",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,7,3,5,5,7,7,5,3,3,6,5,7,7,5,2,0,7,4,4,7,7,,3,3,5,3,6,7
169,27,Junior,No,No,Psychology,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,5,6,6,4,7,7,7,3,4,3,4,6,4,7,3,0,7,5,7,7,,,4,4,5,5,6,6
170,28,Sophomore,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 347, STOR 155",2-6 months,No,No,UNC,1 month or so,"Python, Java / C#, C / C++, JavaScript / TypeScript",3 to 5 hours,3 to 5 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
171,28,Junior,No,No,Neuroscience,"MATH 130, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,3,5,6,6,3,5,6,3,5,5,6,6,6,2,7,3,1,6,5,6,7,7,,4,3,5,4,6,6
172,28,Sophomore,No,No,Data Science,"MATH 231, STOR 155",2-6 months,No,No,High school course (IB or other),2-6 months,"Python, Java / C#",0 to 2 hours,3 to 5 hours,2,5,3,6,4,6,6,4,3,5,5,5,3,6,6,6,0,4,2,7,7,3,3,4,4,3,7,7,7
173,28,Sophomore,No,No,Environmental Science/Studies,"MATH 130, STOR 151, STOR 155",2-6 months,No,No,None,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,3,5,2,4,2,6,6,7,3,4,5,4,6,6,6,5,1,6,6,5,5,6,6,5,4,3,3,5,4
174,29,Junior,No,No,Economics,"MATH 129P, MATH 231, MATH 232, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,7,5,5,4,6,6,4,4,4,4,4,4,7,7,4,0,6,6,6,7,,,7,4,4,4,4,7
175,29,Junior,No,No,Data Science,"MATH 231, MATH 232, STOR 155",2-6 months,No,No,UNC,None to less than one month!,Python,10+ hours,5 to 10 hours,3,5,4,5,7,6,7,2,3,5,5,5,2,5,7,2,0,4,6,7,7,7,,5,3,6,6,7,7
176,28,Junior,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 120, STOR 155",2-6 months,No,No,None,None to less than one month!,"Python, R / Matlab / SAS",5 to 10 hours,3 to 5 hours,3,5,2,3,5,6,5,5,2,2,3,5,6,6,5,6,1,6,5,6,6,,5,4,3,5,5,5,6
177,28,Junior,No,No,Data Science,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",2-6 months,Yes,No,None,None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,3 to 5 hours,2,3,7,7,5,1,7,5,4,3,3,6,7,5,6,3,0,7,7,7,7,,,5,4,5,5,7,7
178,29,Junior,No,No,Biology,MATH 130,None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,7,4,4,2,4,6,5,5,5,4,5,3,3,4,1,0,4,4,5,4,,,6,4,4,5,4,4
179,28,Sophomore,No,No,Exercise and Sports Science,"MATH 130, MATH 152, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3
180,29,Freshman,No,No,Biology,"MATH 129P, MATH 130, MATH 231, STOR 155",2-6 months,No,No,On-line course,1 month or so,"Python, JavaScript / TypeScript",3 to 5 hours,3 to 5 hours,4,6,3,1,2,4,5,1,2,3,3,4,5,5,4,4,2,5,5,5,5,4,3,4,5,5,3,3,3
181,28,Junior,No,No,Economics,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,2,2,4,7,7,2,1,3,3,7,4,4,6,3,0,5,5,7,6,,,4,2,5,3,6,7
182,28,Junior,Yes,No,Biology,"MATH 130, MATH 231, MATH 232",None to less than one month!,,,,,,10+ hours,5 to 10 hours,2,6,4,7,3,4,1,6,3,5,2,4,6,6,5,2,1,7,4,6,5,,,6,5,2,5,1,6
183,28,Senior,No,No,Neuroscience,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, PSYC 210, STOR 155",Over 2 years,Yes,No,UNC,2-6 months,"Python, Java / C#",3 to 5 hours,3 to 5 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
184,27,Senior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,2,2,1,5,5,7,2,2,4,6,7,5,7,7,3,0,4,3,6,7,,,6,5,5,6,5,3
185,27,Junior,Yes,No,Environmental Science/Studies,STOR 155,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,5,1,1,3,4,4,2,3,3,4,4,5,7,7,7,0,7,7,7,3,4,4,7,7,2,7,7,5
186,26,Senior,No,No,Neuroscience,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,6,4,6,5,6,4,4,4,4,4,5,7,5,5,4,1,7,4,6,5,6,6,5,5,3,5,6,5
187,28,Junior,Yes,No,Health Policy and Management,"MATH 129P, MATH 130, MATH 152, MATH 231, MATH 232, MATH 233, MATH 347, STOR 155",1-2 years,No,No,None,2-6 months,"Python, Java / C#, C / C++",0 to 2 hours,10+ hours,5,5,2,2,4,7,7,4,2,3,4,7,7,7,1,1,0,5,7,6,7,,,4,2,6,4,7,6
188,28,Junior,No,No,Psychology,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,5,3,3,4,5,6,3,2,2,4,5,3,2,7,5,1,5,7,5,6,6,,5,5,4,4,4,5
189,26,Senior,No,No,Psychology,"MATH 130, MATH 210, MATH 231",7-12 months,No,No,None,2-6 months,Python,3 to 5 hours,3 to 5 hours,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,3,4,4,4,4,4,4,4,4,5,4,4,3
190,26,Senior,Yes,No,Mathematics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",1-2 years,No,No,UNC,2-6 months,"Python, Java / C#, C / C++, JavaScript / TypeScript, Go, R / Matlab / SAS, HTML / CSS, SQL, Bash, SwiftUI",3 to 5 hours,10+ hours,2,5,6,7,7,5,2,4,1,2,6,2,7,7,1,7,0,7,4,7,3,,,4,1,7,4,7,7
191,28,Sophomore,No,No,Biology,"MATH 130, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,5,7,7,6,7,7,5,2,4,4,5,7,7,3,3,0,7,7,7,2,,,7,7,1,7,7,4
192,28,Junior,No,No,Psychology,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,2,2,1,6,5,6,5,6,6,4,4,6,7,5,1,5,5,1,6,7,,7,7,5,1,2,2
193,27,Junior,Yes,No,Economics,"MATH 152, STOR 151, STOR 155",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript",5 to 10 hours,3 to 5 hours,1,3,7,7,4,7,7,5,4,5,5,1,1,7,1,7,0,3,2,7,7,,,5,5,2,6,7,7
194,28,Junior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,7,5,4,2,7,5,5,1,4,4,6,7,7,4,4,0,7,1,1,7,,,4,4,4,5,6,6
195,26,Senior,No,No,Biology,"MATH 130, MATH 231, STOR 151",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,5,7,6,7,5,6,7,6,4,6,3,7,6,3,7,2,2,4,4,6,7,6,6,5,5,4,5,5,5
196,26,Senior,Yes,No,Data Science,"MATH 130, MATH 152, MATH 231, STOR 120, STOR 155",2-6 months,Yes,Yes,UNC,2-6 months,"Python, Java / C#, JavaScript / TypeScript, R / Matlab / SAS",5 to 10 hours,5 to 10 hours,7,5,6,6,7,7,6,4,2,3,3,5,7,7,3,1,2,4,7,7,7,4,4,5,5,2,7,7,6
