row,year,unc_status,transfer,comp_major,major,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,tech_best_interests,apps_accessible,identity_my_interaction,id_interact_with_me,interested_connections,social_issues,research_biases,researchers_unbiased,empirical_data,cs_objective,algorithms_objective,tech_impact,pre_lecture_videos,add_livestream,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
97,29,Junior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233, STOR 155",2-6 months,Yes,No,None,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,3,5,4,4,2,4,6,3,3,5,5,5,5,6,7,5,0,6,6,6,6,,,4,3,5,5,4,5
98,29,Sophomore,No,No,Neuroscience,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,7,7,4,7,4,4,1,4,6,5,1,7,7,2,1,1,7,4,7,,,2,4,4,5,7,7
99,27,Graduate,No,No,Neuroscience,"MATH 130, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,1,5,4,3,6,7,2,1,4,5,5,6,3,7,2,0,2,7,5,5,,,4,5,2,3,5,5
100,26,Senior,No,No,Neuroscience,"MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,5,2,2,7,5,7,2,3,3,5,4,5,7,6,2,1,4,5,6,6,3,,5,2,4,5,6,5
101,29,Junior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,2,2,6,6,2,6,6,4,2,4,6,6,5,7,7,6,0,4,6,6,6,2,,5,4,6,7,6,7
102,26,Senior,No,No,Neuroscience,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,7,4,4,5,7,7,4,4,5,4,4,7,7,7,6,1,7,6,7,7,,7,6,4,4,7,7,7
103,28,Sophomore,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 151",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,3,6,2,5,5,6,3,6,2,6,5,6,3,3,5,3,0,5,5,7,6,,,3,3,5,6,6,5
104,27,Senior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,2,4,5,5,2,6,6,3,2,6,5,5,5,7,7,4,0,7,4,6,6,4,4,7,7,2,2,2,4
105,28,Senior,No,No,Neuroscience,"MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,7,3,5,2,7,6,4,4,4,5,5,5,7,6,3,1,7,6,5,7,,,4,3,5,5,2,7
106,28,Junior,No,No,Neuroscience,MATH 130,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,7,5,3,6,6,6,4,3,4,4,5,6,6,7,6,1,6,6,6,6,,,5,4,5,7,7,7
107,29,Junior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, PSYC 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,6,5,5,6,5,5,5,4,4,4,4,6,5,7,3,1,5,5,5,5,5,5,4,5,4,5,5,4
108,26,Senior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 347, STOR 151, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,6,2,2,2,4,6,4,4,4,6,4,4,6,4,3,1,6,4,4,5,,,4,4,4,2,4,6
109,26,Senior,No,No,Neuroscience,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,5,5,5,5,5,3,4,4,5,5,5,5,7,7,4,0,7,7,7,7,7,7,5,5,4,5,6,4
110,28,Junior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, PSYC 210",1-2 years,Yes,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, JavaScript / TypeScript, HTML / CSS, SQL",3 to 5 hours,5 to 10 hours,3,2,6,6,6,5,4,3,3,4,4,4,5,6,2,5,0,4,5,5,6,,,5,4,5,3,7,6
111,27,Junior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,5 to 10 hours,10+ hours,2,7,2,2,1,6,4,5,4,3,5,4,1,1,5,1,0,3,4,7,7,,,4,2,5,4,4,7
112,29,Freshman,No,No,Neuroscience,"MATH 231, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,3,7,5,5,5,6,6,6,6,6,6,6,7,7,6,5,0,4,4,3,4,,,7,6,4,6,6,6
113,29,Freshman,No,No,Neuroscience,"MATH 129P, MATH 152, MATH 231, MATH 232",2-6 months,No,No,On-line course,2-6 months,Python,3 to 5 hours,10+ hours,4,7,3,7,1,4,7,2,3,1,1,1,1,2,7,7,1,7,7,7,7,7,,4,2,4,3,7,5
114,28,Junior,No,No,Neuroscience,"MATH 129P, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,3,6,2,4,3,5,4,4,5,4,4,6,5,6,5,3,0,6,5,5,5,5,,4,4,4,4,5,5
115,28,Senior,No,No,Nursing,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,5,4,4,4,5,6,5,4,5,5,4,6,5,6,3,1,7,7,6,7,,,4,5,4,4,4,5
116,29,Sophomore,No,No,Nutrition,"MATH 231, MATH 232, STOR 151",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,5,5,5,4,5,5,3,3,3,2,3,6,6,5,2,0,4,6,4,3,,,4,6,2,4,5,2
117,26,Senior,No,No,Nutrition,"MATH 129P, MATH 231, MATH 232, PSYC 210, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,2,5,6,5,3,1,7,5,2,5,6,6,2,7,2,2,0,7,7,2,7,,,6,5,3,3,2,5
118,27,Junior,No,No,Philosophy,PHIL 155,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,5,6,5,6,6,4,5,7,5,4,6,7,6,6,7,6,1,5,2,7,7,,,6,5,4,5,5,6
119,28,Junior,Yes,No,Physics,"MATH 231, MATH 232, MATH 233, STOR 120",None to less than one month!,,,,,,0 to 2 hours,10+ hours,2,3,1,1,7,6,7,7,4,3,5,4,7,7,7,7,0,3,7,7,7,,,4,4,6,7,7,7
120,29,Junior,No,No,Political Science,"PHIL 155, STOR 155",7-12 months,No,No,High school course (IB or other),1 month or so,"Python, R / Matlab / SAS",3 to 5 hours,3 to 5 hours,5,4,5,5,6,7,7,2,3,3,4,6,6,5,6,4,1,5,7,6,7,5,,4,4,5,3,4,5
121,27,Sophomore,No,No,Psychology,"PSYC 210, STOR 120",2-6 months,No,No,None,None to less than one month!,Python,0 to 2 hours,5 to 10 hours,5,6,3,4,2,6,5,5,4,3,5,4,7,6,7,5,0,7,6,5,7,,,5,5,5,4,6,5
122,28,Sophomore,No,No,Psychology,"MATH 130, PSYC 210, STOR 151",None to less than one month!,,,,,,0 to 2 hours,0 to 2 hours,5,6,7,7,4,6,6,5,5,6,6,5,7,6,6,4,2,4,5,6,5,,,5,6,3,2,3,4
123,27,Junior,No,No,Psychology,"MATH 152, MATH 231, MATH 232, PSYC 210, STOR 151",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,6,6,7,5,6,5,5,1,5,5,5,6,4,7,2,1,4,5,7,6,,,5,5,5,3,7,5
124,27,Senior,No,No,Psychology,"MATH 231, PSYC 210, STOR 120",2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,5,6,6,7,5,4,4,4,2,4,4,3,5,7,5,5,0,3,7,5,5,,,4,4,3,3,4,3
125,27,Junior,No,No,Psychology,STOR 151,None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,6,6,7,3,3,4,3,2,4,4,3,7,4,7,1,5,6,2,1,2,7,7,7,7,1,7,6,4
126,26,Senior,Yes,No,Psychology,PSYC 210,None to less than one month!,,,,,,0 to 2 hours,0 to 2 hours,1,5,3,4,1,7,7,1,1,4,4,3,7,7,7,4,1,7,5,6,3,3,,5,7,2,1,1,1
127,27,Senior,No,No,Psychology,"MATH 130, PSYC 210, STOR 113",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,3,6,4,5,2,6,5,6,3,4,5,5,6,5,3,5,0,5,5,5,5,,,4,5,4,2,4,3
128,29,Freshman,No,No,Radiology,"MATH 231, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,3,5,6,3,6,7,2,7,3,2,5,6,6,6,7,6,2,6,6,7,7,7,,5,5,5,7,7,7
129,29,Freshman,No,No,Sociology,"MATH 130, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,1,2,5,6,7,7,7,2,3,4,2,5,3,6,7,7,0,4,6,7,6,,,3,3,6,7,7,7
130,27,Senior,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 347, PSYC 210, STOR 155",2-6 months,No,No,On-line course,2-6 months,"Python, R / Matlab / SAS, SQL",0 to 2 hours,5 to 10 hours,4,7,5,5,1,6,6,1,4,3,5,5,3,7,4,4,0,4,7,4,5,,,4,4,4,3,5,5
131,28,Sophomore,Yes,No,Statistics and Analytics,"MATH 231, PSYC 210, STOR 120, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,7,1,1,4,5,6,7,3,4,2,5,7,4,5,4,1,4,4,4,4,2,,4,3,5,5,4,5
132,29,Junior,No,No,Statistics and Analytics,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,7,7,7,4,7,7,1,1,1,1,2,7,7,7,5,0,7,7,7,7,,,4,4,4,7,7,7
133,29,Freshman,No,No,Statistics and Analytics,STOR 155,None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,4,5,4,5,5,6,6,6,4,6,6,6,3,6,6,6,2,6,6,6,6,4,4,4,4,5,6,6,6
134,28,Sophomore,No,No,Statistics and Analytics,"MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,5,5,5,4,4,4,5,2,4,4,4,7,6,6,6,2,6,6,6,6,,,4,5,4,5,6,6
135,28,Junior,No,No,Statistics and Analytics,"MATH 130, MATH 152, STOR 155",7-12 months,Yes,Yes,On-line course,1 month or so,"Python, JavaScript / TypeScript, HTML / CSS, SQL",0 to 2 hours,0 to 2 hours,5,5,5,5,6,6,5,2,3,3,5,7,1,2,3,5,0,3,2,3,5,,,4,1,7,7,7,7
136,28,Sophomore,Yes,No,Statistics and Analytics,"MATH 130, STOR 151",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,6,1,1,4,4,4,4,4,4,4,4,4,7,5,4,3,5,5,4,4,4,4,6,5,4,1,4,4
137,29,Freshman,No,No,Statistics and Analytics,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,5 to 10 hours,0 to 2 hours,3,6,5,2,1,7,6,7,3,6,6,4,1,7,6,3,0,4,5,5,7,,,4,4,7,7,7,7
138,None,Graduate,No,No,Undecided,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",2-6 months,No,No,Another college or community college,1 month or so,BASIC,0 to 2 hours,3 to 5 hours,7,7,1,1,7,7,7,7,1,7,1,7,7,7,7,7,1,7,7,7,7,7,,5,4,6,7,7,7
139,29,Sophomore,No,No,Undecided,"MATH 231, MATH 232, MATH 233",2-6 months,Yes,No,On-line course,1 month or so,"Python, Java / C#, R / Matlab / SAS",5 to 10 hours,3 to 5 hours,5,5,4,4,5,5,4,5,5,5,5,5,7,6,5,4,0,4,4,7,7,,,4,3,5,5,4,5
140,28,Sophomore,Yes,No,Business,"MATH 152, STOR 120",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,2,1,6,6,6,6,5,6,6,5,7,7,7,5,1,7,7,7,4,,,6,5,5,7,6,5
141,29,Freshman,No,No,Biomedical Engineering,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 151, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,5,7,1,1,6,7,5,7,3,4,7,7,6,7,7,5,0,5,7,7,7,,,5,4,4,6,7,7
142,28,Junior,No,No,Neuroscience,"MATH 130, MATH 231",7-12 months,No,No,Other,1 month or so,"Python, Java / C#, R / Matlab / SAS, HTML / CSS",5 to 10 hours,3 to 5 hours,6,6,5,5,6,5,6,5,4,5,4,4,5,6,4,4,2,4,5,5,5,,,5,5,4,5,6,5
143,27,Junior,Yes,No,Psychology,"MATH 130, MATH 152, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,6,4,4,6,6,5,6,5,6,4,4,7,6,5,5,1,5,4,5,6,5,5,5,5,5,6,6,6
144,None,None,No,Yes - BS,Computer Science,MATH 129P,2-6 months,No,No,UNC,2-6 months,Python,3 to 5 hours,0 to 2 hours,6,6,5,6,6,6,6,5,6,6,7,4,7,5,4,3,2,6,6,5,3,4,4,7,7,1,3,6,3
145,28,Junior,No,No,Environmental Science/Studies,"MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,1,4,5,6,2,7,7,1,1,3,3,5,7,6,3,7,0,6,6,7,5,,,5,4,4,5,5,6
146,29,Sophomore,No,No,Biostatistics,"MATH 129P, MATH 231, MATH 232",7-12 months,Yes,Yes,On-line course,1 month or so,"Python, Java / C#",10+ hours,5 to 10 hours,2,6,2,4,5,5,6,5,5,5,5,6,6,4,6,6,0,5,6,6,6,5,,4,2,7,7,7,7
147,28,Sophomore,Yes,No,Neuroscience,"MATH 231, MATH 232, STOR 120",2-6 months,No,No,On-line course,2-6 months,Python,0 to 2 hours,5 to 10 hours,4,6,4,6,3,6,5,6,3,5,5,5,7,7,6,5,2,7,5,4,6,7,,5,6,4,5,6,5
148,28,Junior,No,No,Environmental Science/Studies,"MATH 130, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,6,7,6,5,7,7,3,2,2,2,6,5,7,7,2,4,7,7,6,4,,,6,5,4,3,4,5
149,27,Senior,Yes,No,Environmental Science/Studies,MATH 152,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,7,5,6,5,6,7,5,4,5,6,6,3,5,7,3,1,3,6,6,5,6,6,4,5,5,6,6,5
150,29,Sophomore,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,5 to 10 hours,0 to 2 hours,5,7,5,4,4,7,5,6,3,7,6,7,2,6,2,4,0,6,3,4,7,,4,4,4,4,4,4,4
151,28,Sophomore,No,No,Mathematics,"MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 120",Over 2 years,No,No,Other,> 2 years,"Python, R / Matlab / SAS",5 to 10 hours,5 to 10 hours,6,5,2,2,7,6,6,5,5,5,6,5,7,7,7,7,0,5,7,7,7,3,3,2,1,6,7,7,7
152,28,Sophomore,No,Yes - BA,Business,"MATH 210, MATH 231, MATH 232, STOR 155",2-6 months,Yes,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, C / C++",0 to 2 hours,3 to 5 hours,5,6,4,4,7,5,5,3,4,6,6,7,6,7,6,6,1,5,5,6,3,5,,5,4,3,4,5,5
153,28,Junior,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 120, STOR 155",1-2 years,No,No,High school course (IB or other),1-2 years,"Python, C / C++, R / Matlab / SAS, HTML / CSS, SQL, Bash",3 to 5 hours,5 to 10 hours,1,6,6,5,7,7,5,3,3,5,6,3,4,4,5,7,0,5,5,7,3,,,3,2,6,4,4,6
154,29,Sophomore,No,No,Data Science,"MATH 129P, MATH 231, STOR 155",2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,6,5,6,4,7,7,5,3,2,3,6,6,5,7,7,5,0,7,6,7,6,,,4,2,6,5,7,7
155,28,Junior,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 151, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,6,3,3,6,6,5,4,3,4,5,6,5,7,2,4,1,4,3,3,3,,,4,4,5,4,4,5
156,29,Sophomore,No,Yes - BS,Neuroscience,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,4,6,2,7,7,7,2,2,2,2,6,7,3,6,6,1,7,6,7,7,5,,5,5,5,6,7,6
157,29,Freshman,No,Yes - BS,Advertising and PR,MATH 231,1-2 years,Yes,Yes,UNC,1-2 years,"Python, JavaScript / TypeScript, HTML / CSS",3 to 5 hours,5 to 10 hours,5,3,4,4,7,7,6,3,4,4,5,7,6,4,5,4,3,7,7,5,5,5,,4,4,6,7,7,7
158,28,Sophomore,No,No,Business,"STOR 113, STOR 155",None to less than one month!,,,,,,10+ hours,10+ hours,4,5,4,4,5,5,4,5,4,5,5,5,4,6,3,3,2,5,5,5,5,6,4,4,4,3,5,5,5
159,29,Freshman,No,No,Biology,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,7,1,5,4,4,3,5,3,5,7,4,3,6,4,6,1,5,5,4,4,2,,4,6,2,5,4,5
160,29,Sophomore,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,7,7,5,5,6,6,5,4,5,5,4,7,7,4,2,1,5,4,6,5,5,,4,4,4,5,6,6
161,28,Junior,No,No,Advertising and PR,"MATH 129P, MATH 130, MATH 152, MATH 231, STOR 120, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,6,6,6,2,6,6,2,2,2,5,5,7,7,5,3,1,4,4,4,5,,,5,6,3,1,3,6
162,29,Sophomore,No,No,Physics,MATH 233,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,6,3,3,4,7,7,1,5,2,4,5,5,4,6,2,0,3,6,7,2,,,3,2,6,7,7,7
163,26,Senior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,6,1,1,1,2,2,7,2,4,6,6,5,7,1,4,0,7,5,5,6,1,1,4,4,5,1,1,4
164,28,Junior,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233",2-6 months,Yes,No,Another college or community college,None to less than one month!,"Python, Java / C#",5 to 10 hours,3 to 5 hours,2,4,6,3,6,6,6,6,5,6,6,6,7,7,5,5,0,6,6,6,6,,,6,5,4,7,7,7
165,26,Senior,No,No,Environmental Science/Studies,MATH 231,None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,5,4,4,7,7,7,7,4,3,4,6,7,5,6,5,1,5,6,5,5,4,4,4,4,4,6,7,5
166,29,Junior,No,No,Business,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,6,6,7,5,3,7,7,7,6,7,5,7,5,7,1,3,0,6,7,7,7,5,,5,5,5,5,6,6
167,27,Senior,Yes,No,Economics,STOR 155,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,7,6,6,2,2,5,7,5,5,6,5,3,7,6,3,0,2,6,6,6,,,6,6,4,6,6,4
168,26,Senior,No,No,Biology,MATH 130,2-6 months,Yes,No,High school course (IB or other),1 month or so,"Python, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,5,4,4,5,4,5,5,3,3,3,3,5,3,6,2,5,0,5,6,7,7,4,4,5,4,5,5,5,5
169,28,Junior,No,No,Neuroscience,"MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,6,6,6,3,3,7,6,4,5,7,4,6,6,6,6,0,6,6,5,5,,,3,2,6,3,3,3
170,29,Sophomore,No,No,Economics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,3,4,6,6,5,6,2,6,4,6,7,4,7,3,0,6,7,4,5,,5,5,4,4,3,5,6
171,28,Sophomore,No,Yes - Minor,Mathematics,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,5,5,2,2,5,5,5,5,2,5,5,5,6,6,6,2,1,6,6,4,5,5,5,5,5,4,5,5,7
172,28,Junior,No,No,Advertising and PR,"MATH 130, MATH 231",7-12 months,No,No,UNC,1 month or so,"Python, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,3,6,4,6,7,7,6,2,3,5,3,5,6,7,6,5,4,6,7,7,5,7,7,6,5,7,7,7,5
173,27,Senior,No,No,Biology,MATH 231,None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,3,6,3,6,2,6,6,4,1,2,3,3,5,7,5,3,3,7,6,4,5,7,7,6,5,4,3,2,2
174,27,Junior,Yes,No,Economics,"MATH 231, MATH 232, STOR 120, STOR 155",2-6 months,No,No,On-line course,None to less than one month!,"Python, R / Matlab / SAS, SQL",10+ hours,10+ hours,7,7,2,1,4,6,6,1,3,5,4,7,7,7,7,3,0,6,6,3,6,,,6,3,5,6,7,7
175,28,Junior,Yes,Yes - BA,Undecided,"MATH 130, MATH 152, MATH 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,6,5,4,6,6,6,5,4,5,4,5,6,5,7,4,1,6,6,6,6,5,,4,5,5,6,7,6
176,28,Junior,Yes,No,Data Science,MATH 130,7-12 months,No,No,Another college or community college,2-6 months,"Python, C / C++",10+ hours,0 to 2 hours,3,7,4,2,5,7,5,7,4,4,1,7,6,7,1,5,1,7,4,6,1,,,2,4,4,6,7,3
177,29,Sophomore,No,Yes - BA,Computer Science,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,2,5,2,6,6,5,6,6,4,4,5,5,6,6,1,3,0,6,5,6,6,5,5,6,3,5,6,6,6
178,27,Graduate,No,No,Statistics and Analytics,"MATH 129P, MATH 130, MATH 231, MATH 381, STOR 155",7-12 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS, SQL",5 to 10 hours,3 to 5 hours,3,6,5,7,6,7,5,4,6,7,2,5,5,7,7,1,0,4,1,7,7,,,4,5,3,6,7,7
179,28,Sophomore,No,No,Economics,STOR 155,2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, HTML / CSS",3 to 5 hours,3 to 5 hours,3,6,4,4,2,4,5,6,4,4,4,4,6,6,6,1,1,5,5,5,3,,,6,6,2,2,1,2
180,29,Junior,No,No,Psychology,"MATH 231, MATH 232, MATH 233, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,4,3,4,4,5,5,5,4,5,4,5,6,6,7,5,3,5,4,5,5,5,,6,5,4,3,4,6
181,28,Junior,No,No,Global Studies,MATH 231,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,5,4,6,5,6,4,5,3,5,3,6,6,6,3,3,1,4,5,5,5,,,5,5,4,4,5,5
182,28,Junior,No,No,Undecided,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",None to less than one month!,,,,,,10+ hours,5 to 10 hours,4,4,4,4,3,6,5,3,4,3,4,5,5,6,6,4,1,5,4,6,6,,,5,5,3,4,4,6
183,28,Sophomore,No,No,Environmental Science/Studies,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,6,6,6,5,7,5,3,2,2,5,4,6,4,7,6,1,4,3,7,6,,,6,3,5,6,4,7
184,29,Junior,No,No,Neuroscience,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,6,6,6,5,6,4,4,4,5,4,7,6,7,3,1,4,4,5,4,6,6,5,6,5,6,5,6,5
185,29,Junior,No,No,Neuroscience,"MATH 129P, MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,5,4,3,1,7,5,2,2,3,4,5,7,7,5,2,3,7,7,7,6,7,6,5,5,3,3,6,4
186,28,Junior,No,No,Economics,"MATH 231, MATH 232, STOR 155",7-12 months,Yes,Yes,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript",3 to 5 hours,0 to 2 hours,5,6,2,2,5,6,5,5,1,3,5,6,5,5,3,3,0,5,3,6,6,,,5,3,5,5,5,5
187,29,Junior,No,No,Environmental Science/Studies,"MATH 129P, MATH 231, STOR 155",2-6 months,No,No,Other,None to less than one month!,Python,3 to 5 hours,5 to 10 hours,4,6,6,4,4,6,5,6,6,6,5,6,5,6,6,4,0,5,6,7,7,,,4,3,5,5,5,6
188,27,Junior,No,No,Biology,STOR 155,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,6,4,4,4,6,4,4,4,4,4,4,6,6,6,6,1,4,4,4,6,3,4,5,5,5,4,4,5
189,29,Sophomore,No,No,Biology,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,6,7,2,4,6,6,6,6,5,4,5,6,3,7,1,0,6,6,6,6,,,5,2,6,5,5,7
190,27,Senior,No,No,Mathematics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",None to less than one month!,,,,,,0 to 2 hours,10+ hours,2,6,6,6,7,7,4,5,4,6,6,4,5,2,5,6,0,3,6,7,7,7,,4,4,5,7,7,7
191,28,Sophomore,Yes,Yes - BS,Computer Science,MATH 231,1-2 years,No,No,Another college or community college,None to less than one month!,"Python, Java / C#",3 to 5 hours,0 to 2 hours,4,4,4,4,5,3,5,5,2,3,6,2,4,4,6,3,2,3,3,5,5,5,5,5,6,7,5,5,1
192,29,Sophomore,No,No,Environmental Science/Studies,MATH 130,None to less than one month!,,,,,,3 to 5 hours,10+ hours,5,7,3,4,3,5,5,3,4,4,4,5,7,5,5,3,4,7,7,5,6,,,4,6,3,4,7,5
193,28,Sophomore,No,No,Economics,"MATH 231, MATH 232, MATH 381, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,7,3,2,2,2,4,4,5,4,4,6,6,5,4,6,6,3,5,7,6,4,4,4,4,3,5,4,4,6
194,28,Junior,No,No,Biology,"MATH 130, MATH 231, MATH 232, STOR 155",2-6 months,Yes,Yes,On-line course,None to less than one month!,"Python, Java / C#",0 to 2 hours,5 to 10 hours,5,7,6,6,5,6,6,5,3,4,6,6,7,7,6,3,2,7,6,3,6,6,6,4,4,5,5,6,6
195,29,Sophomore,No,No,Biostatistics,"MATH 210, MATH 231, MATH 232, MATH 233, STOR 120",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,6,5,4,5,5,6,7,6,3,4,4,7,5,6,2,3,1,5,6,6,4,3,6,5,4,4,5,3,5
196,26,Senior,No,No,Psychology,"MATH 210, MATH 231, MATH 232, MATH 233, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,4,7,7,6,7,7,2,1,3,6,3,7,7,5,6,0,7,6,7,6,,,4,2,6,6,4,7
197,28,Sophomore,No,No,Physics,MATH 233,None to less than one month!,,,,,,0 to 2 hours,None,4,5,4,4,6,5,5,4,4,4,5,5,5,5,6,5,3,5,5,6,6,6,6,4,5,3,5,6,6
